(477967.8005641855,3638154.5573357847), (477967.7936193409, 3638154.540476313), 0.31298089027404785, 0.38704733183273354
(477967.8024913598,3638154.5619706456), (477967.7936193409, 3638154.540476313), 0.3237955570220947, 0.3870588494528202
(477967.8042173613,3638154.5661031487), (477967.7936193409, 3638154.540476313), 0.33341002464294434, 0.38711005610736887
(477967.8060643014,3638154.570504467), (477967.7936193409, 3638154.540476313), 0.34361839294433594, 0.3871644258769421
(477967.80786359834,3638154.574776266), (477967.7936193409, 3638154.540476313), 0.35350656509399414, 0.38711176147207305
(477967.8096924495,3638154.5791125987), (477967.7936193409, 3638154.540476313), 0.36351656913757324, 0.3871011008177666
(477967.8218012324,3638154.5939952303), (477967.8218012324, 3638154.5939952303), 0.3782353401184082, 0.48468334096145405
(477967.823428661,3638154.5970822345), (477967.8218012324, 3638154.5939952303), 0.38427281379699707, 0.4847669478969551
(477967.82625016005,3638154.602423626), (477967.8218012324, 3638154.5939952303), 0.39468979835510254, 0.4849112022991158
(477967.8291809965,3638154.607958086), (477967.8218012324, 3638154.5939952303), 0.40544605255126953, 0.4849341238768078
(477967.8316184276,3638154.6125540608), (477967.8218012324, 3638154.5939952303), 0.41435885429382324, 0.48483917579984437
(477967.8343576025,3638154.617710562), (477967.8218012324, 3638154.5939952303), 0.4243342876434326, 0.484732907508371
(477967.83746091306,3638154.6235375595), (477967.8218012324, 3638154.5939952303), 0.43556857109069824, 0.4848765153536774
(477967.8400178183,3638154.6283285692), (477967.8218012324, 3638154.5939952303), 0.4447798728942871, 0.48499426342463264
(477967.84287452477,3638154.6336749517), (477967.8218012324, 3638154.5939952303), 0.4550352096557617, 0.48507073747086293
(477967.8457230624,3638154.638992752), (477967.8218012324, 3638154.5939952303), 0.46520376205444336, 0.4851140656726337
(477967.8406042796,3638154.636449188), (477967.8406042796, 3638154.636449188), 0.48422980308532715, 0.41693762793088823
(477967.8410543781,3638154.6374644707), (477967.8406042796, 3638154.636449188), 0.48676252365112305, 0.41693762793088823
(477967.843060586,3638154.6419711085), (477967.8406042796, 3638154.636449188), 0.49796319007873535, 0.41693762793088823
(477967.8445910572,3638154.645399525), (477967.8406042796, 3638154.636449188), 0.5064578056335449, 0.4169647767222014
(477967.846291988,3638154.649192707), (477967.8406042796, 3638154.636449188), 0.5158247947692871, 0.41691488813806443
(477967.848136694,3638154.653286914), (477967.8406042796, 3638154.636449188), 0.5258989334106445, 0.41686123327566055
(477967.8502180175,3638154.6578820166), (477967.8406042796, 3638154.636449188), 0.5371577739715576, 0.4168132593560305
(477967.8519325731,3638154.6616513175), (477967.8406042796, 3638154.636449188), 0.5463614463806152, 0.41677404250789546
(477967.85377592465,3638154.665685761), (477967.8406042796, 3638154.636449188), 0.5561683177947998, 0.41687851510907076
(477967.8562604275,3638154.665976627), (477967.8562604275, 3638154.665976627), 0.5681824684143066, 0.4875332076081128
(477967.85806537233,3638154.6693750066), (477967.8562604275, 3638154.665976627), 0.5777895450592041, 0.4876048475786538
(477967.8602674704,3638154.67352048), (477967.8562604275, 3638154.665976627), 0.5895342826843262, 0.4876924280871243
(477967.86189189827,3638154.676578115), (477967.8562604275, 3638154.665976627), 0.5982110500335693, 0.4877571307412476
(477967.86361313163,3638154.679669469), (477967.8562604275, 3638154.665976627), 0.6069388389587402, 0.4878222138632626
(477967.8655820947,3638154.6832774864), (477967.8562604275, 3638154.665976627), 0.616840124130249, 0.4877905693558544
(477967.86760827946,3638154.6870644554), (477967.8562604275, 3638154.665976627), 0.626943826675415, 0.4877582779225201
(477967.8696585359,3638154.690829425), (477967.8562604275, 3638154.665976627), 0.637127161026001, 0.4874870753620953
(477967.87169834465,3638154.6945096035), (477967.8562604275, 3638154.665976627), 0.6472189426422119, 0.48721831103409236
(477967.8740423381,3638154.6986534023), (477967.8562604275, 3638154.665976627), 0.6585211753845215, 0.4872062741562218
(477967.865655768,3638154.684432147), (477967.865655768, 3638154.684432147), 0.6688754558563232, 0.47088537837693906
(477967.866857792,3638154.686539467), (477967.865655768, 3638154.684432147), 0.6806943416595459, 0.4711245926255963
(477967.86757870694,3638154.6879502414), (477967.865655768, 3638154.684432147), 0.6886560916900635, 0.47123484694001894
(477967.8683004054,3638154.6895882166), (477967.865655768, 3638154.684432147), 0.6979682445526123, 0.4713638016328595
(477967.86903056357,3638154.6912983693), (477967.865655768, 3638154.684432147), 0.708733081817627, 0.47138674150107124
(477967.86948790966,3638154.6926796734), (477967.865655768, 3638154.684432147), 0.7180371284484863, 0.47152550205252386
(477967.8697804048,3638154.6940760314), (477967.865655768, 3638154.684432147), 0.7282242774963379, 0.47167743319342353
(477967.87016372645,3638154.695618674), (477967.865655768, 3638154.684432147), 0.7382402420043945, 0.4718161342699311
(477967.87065080786,3638154.697357208), (477967.865655768, 3638154.684432147), 0.7483952045440674, 0.4719567601911805
(477967.87080539094,3638154.698777726), (477967.865655768, 3638154.684432147), 0.7585062980651855, 0.471924445136287
(477967.87094960967,3638154.700241044), (477967.865655768, 3638154.684432147), 0.768610954284668, 0.4719675010764382
(477967.8750346095,3638154.6954971077), (477967.8750346095, 3638154.6954971077), 0.782818078994751, 0.7031086017978323
(477967.8754362411,3638154.6959924577), (477967.8750346095, 3638154.6954971077), 0.7893998622894287, 0.7032628524711264
(477967.87572091754,3638154.6964161834), (477967.8750346095, 3638154.6954971077), 0.799809455871582, 0.7035068117063178
(477967.87614232063,3638154.696972909), (477967.8750346095, 3638154.6954971077), 0.8089993000030518, 0.7036732305936946
(477967.87647226546,3638154.6974306484), (477967.8750346095, 3638154.6954971077), 0.8192713260650635, 0.7037935981950892
(477967.8766621459,3638154.6977267712), (477967.8750346095, 3638154.6954971077), 0.8297829627990723, 0.7039167735543383
(477967.87710064487,3638154.698286224), (477967.8750346095, 3638154.6954971077), 0.8405859470367432, 0.7040203417642249
(477967.87765173404,3638154.6989490353), (477967.8750346095, 3638154.6954971077), 0.8498005867004395, 0.7041086825146807
(477967.8782940141,3638154.699700146), (477967.8750346095, 3638154.6954971077), 0.8597362041473389, 0.704309779411806
(477967.89382941154,3638154.7342557837), (477967.89382941154, 3638154.7342557837), 0.8726248741149902, 0.4515098409521347
(477967.895883927,3638154.738444303), (477967.89382941154, 3638154.7342557837), 0.8823752403259277, 0.4518110590154892
(477967.8978611759,3638154.7423749063), (477967.89382941154, 3638154.7342557837), 0.891437292098999, 0.4519558615407711
(477967.8998478766,3638154.7462326433), (477967.89382941154, 3638154.7342557837), 0.9002490043640137, 0.4520966638910538
