(477967.9462188712,3638152.9266601917), (636456.0212748348, 4844517.996600747), (477967.9474760888, 3638152.9252879093), 0.21615076065063477, 179.12804359084993
(477967.9458958052,3638152.9269879702), (636456.0209657974, 4844517.99696866), (477967.9474760888, 3638152.9252879093), 0.2261667251586914, 179.12817162492422
(477967.94556284405,3638152.927311411), (636456.0206528464, 4844517.997341231), (477967.9474760888, 3638152.9252879093), 0.23630952835083008, 179.12830128037743
(477967.9451853665,3638152.927665111), (636456.0203038865, 4844517.997756672), (477967.9474760888, 3638152.9252879093), 0.2476193904876709, 179.12825308905485
(477967.94488196506,3638152.927938039), (636456.0200289895, 4844517.99808394), (477967.9474760888, 3638152.9252879093), 0.2565288543701172, 179.12835749015264
(477967.9412482665,3638152.928997106), (636456.0196492434, 4844517.998536032), (477967.9412482665, 3638152.928997106), 0.26883649826049805, 179.4628332641777
(477967.94064065337,3638152.929353855), (636456.01904385, 4844517.998896595), (477967.9412482665, 3638152.928997106), 0.2778143882751465, 179.46279500938834
(477967.94002114865,3638152.929712306), (636456.0184288908, 4844517.999262855), (477967.9412482665, 3638152.928997106), 0.28693413734436035, 179.46275615013755
(477967.9393328298,3638152.930103568), (636456.017747148, 4844517.999668892), (477967.9412482665, 3638152.928997106), 0.2970442771911621, 179.46273460542955
(477967.9385836935,3638152.930521021), (636456.0170080105, 4844518.000109111), (477967.9412482665, 3638152.928997106), 0.30800557136535645, 179.4628046700219
(477967.9379387336,3638152.930874277), (636456.016373743, 4844518.000486871), (477967.9412482665, 3638152.928997106), 0.3174116611480713, 179.4628647937478
(477967.9372514473,3638152.9312430182), (636456.0157006978, 4844518.000887726), (477967.9412482665, 3638152.928997106), 0.3273928165435791, 179.46289669352043
(477967.93656040536,3638152.931606091), (636456.0150268166, 4844518.00128908), (477967.9412482665, 3638152.928997106), 0.3373863697052002, 179.46292863291634
(477967.9358253287,3638152.9319821447), (636456.0143123734, 4844518.001714592), (477967.9412482665, 3638152.928997106), 0.34798145294189453, 179.46295121103873
(477967.9351605712,3638152.9323142353), (636456.0136650513, 4844518.002100127), (477967.9412482665, 3638152.928997106), 0.35758113861083984, 179.46296143470397
(477967.934451487,3638152.932659326), (636456.012973164, 4844518.002512204), (477967.9412482665, 3638152.928997106), 0.3678417205810547, 179.46297236222378
(477967.94592119503,3638152.9271390275), (636456.0121880464, 4844518.0029798085), (477967.94592119503, 3638152.9271390275), 0.3794848918914795, -0.3784582487043319
(477967.94629829924,3638152.9270010255), (636456.0125588455, 4844518.002832369), (477967.94592119503, 3638152.9271390275), 0.38826489448547363, -0.37850501099814754
(477967.94676652335,3638152.9268443664), (636456.0130102464, 4844518.00265288), (477967.94592119503, 3638152.9271390275), 0.3989534378051758, -0.3784253065306125
(477967.94720452756,3638152.926714693), (636456.013420536, 4844518.002489738), (477967.94592119503, 3638152.9271390275), 0.40866851806640625, -0.3782804158235965
(477967.94766456966,3638152.9265955784), (636456.0138393438, 4844518.002323209), (477967.94592119503, 3638152.9271390275), 0.41858530044555664, -0.3781325169311939
(477967.9481341922,3638152.9264849112), (636456.014259964, 4844518.00215596), (477967.94592119503, 3638152.9271390275), 0.4285449981689453, -0.378068854543346
(477967.9486199828,3638152.92638157), (636456.0146880252, 4844518.001985751), (477967.94592119503, 3638152.9271390275), 0.43868088722229004, -0.378004065940517
(477967.94911520614,3638152.926287305), (636456.015116177, 4844518.001815507), (477967.94592119503, 3638152.9271390275), 0.4488189220428467, -0.3780148629476009
(477967.94961567735,3638152.926205605), (636456.0155388514, 4844518.001647441), (477967.94592119503, 3638152.9271390275), 0.45882725715637207, -0.37792957191576343
(477967.9397016198,3638152.9345435034), (636456.016020862, 4844518.001455781), (477967.9397016198, 3638152.9345435034), 0.47024059295654297, 179.1278488847557
(477967.93906371563,3638152.9352909178), (636456.0153878217, 4844518.002209423), (477967.9397016198, 3638152.9345435034), 0.4794778823852539, 179.12785872246894
(477967.9383698678,3638152.936089999), (636456.0147048819, 4844518.0030224705), (477967.9397016198, 3638152.9345435034), 0.489443302154541, 179.127869335641
(477967.93767265667,3638152.936873971), (636456.0140238538, 4844518.003833243), (477967.9397016198, 3638152.9345435034), 0.49938082695007324, 179.1278587521771
(477967.93696986616,3638152.937650769), (636456.0133419107, 4844518.004645104), (477967.9397016198, 3638152.9345435034), 0.5093317031860352, 179.12795415122758
(477967.9362478106,3638152.9384349496), (636456.012645965, 4844518.005473635), (477967.9397016198, 3638152.9345435034), 0.5194869041442871, 179.12805150913917
(477967.9354946883,3638152.939233943), (636456.0119280106, 4844518.006328369), (477967.9397016198, 3638152.9345435034), 0.5299632549285889, 179.12810730618344
(477967.93478634517,3638152.939969202), (636456.0112595472, 4844518.007124182), (477967.9397016198, 3638152.9345435034), 0.539717435836792, 179.12815925695097
(477967.93404925714,3638152.9407199873), (636456.0105674412, 4844518.007948142), (477967.9397016198, 3638152.9345435034), 0.5498166084289551, 179.1282668434366
(477967.9332866199,3638152.941478751), (636456.009853833, 4844518.0087977005), (477967.9397016198, 3638152.9345435034), 0.5602295398712158, 179.1282668434366
(477967.9324919833,3638152.9422499686), (636456.009112955, 4844518.009679724), (477967.9397016198, 3638152.9345435034), 0.5710403919219971, 179.1282668434366
(477967.93167676684,3638152.943024558), (636456.0083592507, 4844518.010577018), (477967.9397016198, 3638152.9345435034), 0.582038402557373, 179.1283840052439
(477967.9309493325,3638152.943702825), (636456.0076916533, 4844518.011371801), (477967.9397016198, 3638152.9345435034), 0.5917799472808838, 179.12848778191983
