(478062.97598359705,3638119.812582945), (478062.97598359705, 3638119.812582945), 0.11376762390136719
(478062.9759877028,3638119.8144305847), (478062.9759877028, 3638119.8144305847), 0.16288375854492188
(478062.9759836245,3638119.812595304), (478062.9759877028, 3638119.8144305847), 0.2116713523864746
(478062.97599180846,3638119.8162782243), (478062.97599180846, 3638119.8162782243), 0.2662520408630371
(478062.9759899739,3638119.815452634), (478062.97599180846, 3638119.8162782243), 0.3124406337738037
(478062.9759879412,3638119.8145378786), (478062.97599180846, 3638119.8162782243), 0.3636176586151123
(478062.9759859899,3638119.813659743), (478062.97599180846, 3638119.8162782243), 0.41274595260620117
(478062.9759839698,3638119.812750655), (478062.97599180846, 3638119.8162782243), 0.4636058807373047
(478062.9759819898,3638119.811859624), (478062.97599180846, 3638119.8162782243), 0.5134556293487549
(478062.9759799542,3638119.810943552), (478062.97599180846, 3638119.8162782243), 0.5647063255310059
(478062.9759779939,3638119.8100613975), (478062.97599180846, 3638119.8162782243), 0.6140594482421875
(478062.9759759056,3638119.8091216222), (478062.97599180846, 3638119.8162782243), 0.6666362285614014
(478062.9759740368,3638119.808280609), (478062.97599180846, 3638119.8162782243), 0.7136876583099365
(478062.9759719267,3638119.8073310237), (478062.97599180846, 3638119.8162782243), 0.7668132781982422
(478062.9759700652,3638119.806493326), (478062.97599180846, 3638119.8162782243), 0.8136792182922363
(478062.9759679929,3638119.805560732), (478062.97599180846, 3638119.8162782243), 0.8658542633056641
(478062.9759660658,3638119.80469348), (478062.97599180846, 3638119.8162782243), 0.9143736362457275
(478062.9759640081,3638119.803767474), (478062.97599180846, 3638119.8162782243), 0.9661800861358643
(478062.97596208897,3638119.802903823), (478062.97599180846, 3638119.8162782243), 1.014497995376587
(478062.9775549367,3638119.818122399), (478062.9775549367, 3638119.818122399), 1.0669474601745605
(478062.9774603022,3638119.8180107493), (478062.9775549367, 3638119.818122399), 1.1154229640960693
(478062.9775590424,3638119.8199700383), (478062.9775590424, 3638119.8199700383), 1.1670799255371094
(478062.9775569221,3638119.819015859), (478062.9775590424, 3638119.8199700383), 1.2187914848327637
(478062.97912217065,3638119.821814214), (478062.97912217065, 3638119.821814214), 1.2665293216705322
(478062.9783474549,3638119.820900206), (478062.97912217065, 3638119.821814214), 1.3158183097839355
(478062.97912627633,3638119.8236618526), (478062.97912627633, 3638119.8236618526), 1.3688602447509766
(478062.9791244109,3638119.8228223575), (478062.97912627633, 3638119.8236618526), 1.4153554439544678
(478062.97913038207,3638119.825509493), (478062.97913038207, 3638119.825509493), 1.466841220855713
(478062.9791283226,3638119.82458271), (478062.97913038207, 3638119.825509493), 1.515988826751709
