(478068.8316705309,3638138.551489913), (478068.8640663031, 3638138.5919340868, 0.1204233169555664)
(478068.7993899832,3638138.511215903), (478068.8640663031, 3638138.5919340868, 0.14073991775512695)
(478068.7684882483,3638138.4727184186), (478068.8640663031, 3638138.5919340868, 0.16008830070495605)
(478068.7358221452,3638138.43207916), (478068.8640663031, 3638138.5919340868, 0.18042635917663574)
(478068.70633203053,3638138.395429004), (478068.8640663031, 3638138.5919340868, 0.19874143600463867)
(478068.6729864499,3638138.3540240233), (478068.8640663031, 3638138.5919340868, 0.21939945220947266)
(478068.63995594834,3638138.3130531716), (478068.8640663031, 3638138.5919340868, 0.23981475830078125)
(478068.60750819516,3638138.2728504566), (478068.8640663031, 3638138.5919340868, 0.25983357429504395)
(478068.57505296683,3638138.232674295), (478068.8640663031, 3638138.5919340868, 0.2797660827636719)
(478068.54366898764,3638138.1938636703), (478068.8640663031, 3638138.5919340868, 0.2989645004272461)
(478068.50767949014,3638138.1493940474), (478068.8640663031, 3638138.5919340868, 0.32087135314941406)
(478068.4731814677,3638138.1068282044), (478068.8640663031, 3638138.5919340868, 0.3417215347290039)
(478068.43892058067,3638138.0646059755), (478068.8640663031, 3638138.5919340868, 0.36226701736450195)
(478068.4095790852,3638138.028482856), (478068.8640663031, 3638138.5919340868, 0.3797454833984375)
(478068.3741651567,3638137.9849311244), (478068.8640663031, 3638138.5919340868, 0.40070390701293945)
(478068.34097389015,3638137.9441559394), (478068.8640663031, 3638138.5919340868, 0.42022252082824707)
(478068.303355437,3638137.897984204), (478068.8640663031, 3638138.5919340868, 0.44228506088256836)
(478068.2683091027,3638137.854999712), (478068.8640663031, 3638138.5919340868, 0.4628117084503174)
(478068.2389849018,3638137.8190629845), (478068.8640663031, 3638138.5919340868, 0.47995519638061523)
(478068.20409795427,3638137.7763530565), (478068.8640663031, 3638138.5919340868, 0.500298261642456)
(478068.1681515552,3638137.732387789), (478068.8640663031, 3638138.5919340868, 0.521143913269043)
(478068.13096469606,3638137.6869421983), (478068.8640663031, 3638138.5919340868, 0.5426023006439209)
(478068.096395504,3638137.6447445573), (478068.8640663031, 3638138.5919340868, 0.562415361404419)
(478068.0615459495,3638137.602253686), (478068.8640663031, 3638138.5919340868, 0.5822372436523438)
(478068.02786321065,3638137.5612294353), (478068.8640663031, 3638138.5919340868, 0.6012828350067139)
(478067.99037379515,3638137.5156128514), (478068.8640663031, 3638138.5919340868, 0.622408390045166)
(478067.95001553564,3638137.4665611265), (478068.8640663031, 3638138.5919340868, 0.6450941562652588)
(478067.9183883993,3638137.4281564113), (478068.8640663031, 3638138.5919340868, 0.6628234386444092)
(478067.88186196797,3638137.383850032), (478068.8640663031, 3638138.5919340868, 0.6832106113433838)
(478067.8443054377,3638137.3383452473), (478068.8640663031, 3638138.5919340868, 0.70404052734375)
(478067.8093805217,3638137.296073139), (478068.8640663031, 3638138.5919340868, 0.7233083248138428)
(478067.7673281632,3638137.245230953), (478068.8640663031, 3638138.5919340868, 0.7463531494140625)
