(478056.52965109696,3638138.3970479867), (478056.52860652574, 3638138.395780264, 2.030871629714966)
(478056.53153476666,3638138.3994048308), (478056.52860652574, 3638138.395780264, 2.0518715381622314)
(478056.53353529866,3638138.4016412003), (478056.52860652574, 3638138.395780264, 2.068673610687256)
(478056.5366735042,3638138.4041805607), (478056.52860652574, 3638138.395780264, 2.0877628326416016)
(478056.5177016026,3638138.3994998), (478056.5177016026, 3638138.3994998, 2.1099634170532227)
(478056.51665272674,3638138.40042023), (478056.5177016026, 3638138.3994998, 2.130239248275757)
(478056.5164462461,3638138.401571357), (478056.5177016026, 3638138.3994998, 2.148939847946167)
(478056.516407235,3638138.402601624), (478056.5177016026, 3638138.3994998, 2.1681551933288574)
(478056.51693899545,3638138.4038077937), (478056.5177016026, 3638138.3994998, 2.189342975616455)
(478056.5083515921,3638138.401368232), (478056.5083515921, 3638138.401368232, 2.210757255554199)
(478056.5072875912,3638138.401821643), (478056.5083515921, 3638138.401368232, 2.2291672229766846)
(478056.5064913558,3638138.402253603), (478056.5083515921, 3638138.401368232, 2.250659942626953)
(478056.50558281527,3638138.402556309), (478056.5083515921, 3638138.401368232, 2.2692840099334717)
(478056.5044723142,3638138.4033466848), (478056.5083515921, 3638138.401368232, 2.288816452026367)
(478056.5021196208,3638138.4032297335), (478056.5021196208, 3638138.4032297335, 2.3125295639038086)
(478056.50195737585,3638138.4043669933), (478056.5021196208, 3638138.4032297335, 2.3314061164855957)
(478056.50244444906,3638138.4062034437), (478056.5021196208, 3638138.4032297335, 2.3505699634552)
(478056.5032248002,3638138.408398661), (478056.5021196208, 3638138.4032297335, 2.3709757328033447)
(478056.5034520807,3638138.410823436), (478056.5021196208, 3638138.4032297335, 2.3909566402435303)
(478056.4958876495,3638138.4050912336), (478056.4958876495, 3638138.4050912336, 2.4144794940948486)
(478056.49488565786,3638138.4054523087), (478056.4958876495, 3638138.4050912336, 2.4332175254821777)
(478056.4945458122,3638138.4067120883), (478056.4958876495, 3638138.4050912336, 2.4527218341827393)
(478056.4939855266,3638138.4083095724), (478056.4958876495, 3638138.4050912336, 2.4753427505493164)
(478056.4935022064,3638138.4098753873), (478056.4958876495, 3638138.4050912336, 2.4923512935638428)
(478056.49900158163,3638138.4032366644), (478056.49900158163, 3638138.4032366644, 2.5165233612060547)
(478056.5002678957,3638138.4024673407), (478056.49900158163, 3638138.4032366644, 2.534898042678833)
(478056.50183855486,3638138.4021048504), (478056.49900158163, 3638138.4032366644, 2.5541694164276123)
(478056.5046290676,3638138.402857984), (478056.49900158163, 3638138.4032366644, 2.5730667114257812)
(478056.5736538182,3638138.321774188), (478056.5736538182, 3638138.321774188, 2.5937917232513428)
(478056.5965507255,3638138.298544381), (478056.5736538182, 3638138.321774188, 2.616243839263916)
(478056.6202076989,3638138.2772343867), (478056.5736538182, 3638138.321774188, 2.638134479522705)
(478056.63679428276,3638138.2628847733), (478056.5736538182, 3638138.321774188, 2.653557300567627)
(478056.65987194394,3638138.243266574), (478056.5736538182, 3638138.321774188, 2.674257278442383)
(478056.71995114,3638138.208742434), (478056.71995114, 3638138.208742434, 2.7010130882263184)
(478056.7440436685,3638138.1905558603), (478056.71995114, 3638138.208742434, 2.7188637256622314)
