(478176.6982170389,3638129.028667641), (478176.702655872, 3638129.0260240734), 0.09555172920227051
(478176.6927240098,3638129.0317381388), (478176.702655872, 3638129.0260240734), 0.11922931671142578
(478176.7135690163,3638129.0259999484), (478176.7135690163, 3638129.0259999484), 0.14195656776428223
(478176.7111454338,3638129.026005306), (478176.7135690163, 3638129.0259999484), 0.15643692016601562
(478176.70807299996,3638129.0258306023), (478176.7135690163, 3638129.0259999484), 0.17412281036376953
(478176.7044459381,3638129.0253986204), (478176.7135690163, 3638129.0259999484), 0.194016695022583
(478176.72292722884,3638129.02782691), (478176.72292722884, 3638129.02782691), 0.2176072597503662
(478176.7207230932,3638129.0273966063), (478176.72292722884, 3638129.02782691), 0.2354264259338379
(478176.7181089791,3638129.0267680082), (478176.72292722884, 3638129.02782691), 0.255263090133667
(478176.7153011725,3638129.025953828), (478176.72292722884, 3638129.02782691), 0.2752566337585449
(478176.7122952468,3638129.0249473937), (478176.72292722884, 3638129.02782691), 0.2953073978424072
(478176.7276206294,3638129.0352071277), (478176.7276206294, 3638129.0352071277), 0.3211982250213623
(478176.7269574921,3638129.0341643663), (478176.7276206294, 3638129.0352071277), 0.3358337879180908
(478176.72579209885,3638129.0324774487), (478176.7276206294, 3638129.0352071277), 0.3567032814025879
(478176.7244351108,3638129.0306744874), (478176.7276206294, 3638129.0352071277), 0.3757174015045166
(478176.7226912173,3638129.02846421), (478176.7276206294, 3638129.0352071277), 0.39603590965270996
(478176.7307672624,3638129.048133712), (478176.7307672624, 3638129.048133712), 0.42053818702697754
(478176.7301507168,3638129.0456009004), (478176.7307672624, 3638129.048133712), 0.44000244140625
(478176.72954821185,3638129.0432999306), (478176.7307672624, 3638129.048133712), 0.456606388092041
(478176.7286875743,3638129.040376678), (478176.7307672624, 3638129.048133712), 0.4764983654022217
(478176.7275766983,3638129.037216835), (478176.7307672624, 3638129.048133712), 0.496722936630249
(478176.7230170865,3638129.0684749763), (478176.7230170865, 3638129.0684749763), 0.5231194496154785
(478176.7241222679,3638129.0655742954), (478176.7230170865, 3638129.0684749763), 0.5377480983734131
(478176.7254957318,3638129.0615230445), (478176.7230170865, 3638129.0684749763), 0.5575511455535889
(478176.72668863327,3638129.057299571), (478176.7230170865, 3638129.0684749763), 0.5772218704223633
(478176.72770824167,3638129.0528107276), (478176.7230170865, 3638129.0684749763), 0.5971879959106445
(478176.71682184713,3638129.0869651563), (478176.71682184713, 3638129.0869651563), 0.6211364269256592
(478176.7181465858,3638129.083011369), (478176.71682184713, 3638129.0869651563), 0.6420950889587402
(478176.71887544973,3638129.0798908193), (478176.71682184713, 3638129.0869651563), 0.6577658653259277
(478176.71954041667,3638129.075697942), (478176.71682184713, 3638129.0869651563), 0.6778123378753662
(478176.7198731727,3638129.0712358328), (478176.71682184713, 3638129.0869651563), 0.6978697776794434
(478176.71062252333,3638129.103607696), (478176.71062252333, 3638129.103607696), 0.7233569622039795
